Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,5/19/2016,,,,,,,,,,,
Time:,11:20:35 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,5/19/2016 11:20:55 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 21.9 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.260500014,0.245100006,0.2403,0.254700005,0.239199996,0.238299996,0.2333,0.232199997,0.234300002,0.235699996,0.236200005,0.260199994
B,0.2509,1.176200032,1.185400009,1.159100056,1.467499971,1.782600045,1.798099995,1.550899982,1.680600047,1.862300038,1.829100013,0.306199998
C,0.238299996,1.969300032,1.733800054,1.790699959,1.620499969,1.733999968,1.674100041,1.449200034,1.582800031,1.702499986,1.82159996,0.412
D,0.245499998,1.139600039,1.187600017,1.365700006,1.451200008,1.805999994,1.780799985,1.566300035,1.761500001,1.735100031,1.794999957,0.298700005
E,0.246999994,1.946200013,1.869199991,1.824000001,1.769400001,1.689800024,1.614199996,1.491999984,1.623900056,1.844799995,1.709599972,0.314599991
F,0.249799997,1.999799967,1.881899953,1.807299972,1.718700051,1.650099993,1.652799964,1.440999985,1.591899991,1.662500024,1.716899991,0.369500011
G,0.262199998,1.17750001,1.180799961,1.333500028,1.510800004,1.876999974,1.677899957,1.607300043,1.679800034,1.674800038,1.833500028,0.352299988
H,0.267399997,0.249799997,0.254299998,0.255299985,0.234999999,0.247999996,0.257999986,0.249799997,0.253399998,0.256599993,0.2509,0.2676
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,5/19/2016 11:22:12 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
