RA vs C ,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA,,RA vs C,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA
LLGL1,LLGL1,LLGL1,LLGL1,LLGL1,,-0.054791221,-0.123788949,0.013265241,-0.232794196,-0.008699619
LLGL2,LLGL2,LLGL2,LLGL2,LLGL2,,0.012723146,-0.102382221,0.030961496,0.411164807,0.052716273
LLPH,LLPH,LLPH,LLPH,LLPH,,-0.226071077,-0.012725355,-0.056532383,-0.162099333,-0.14385815
LLPH-AS1,LLPH-AS1,LLPH-AS1,LLPH-AS1,LLPH-AS1,,-0.47887607,0.166617264,-0.040911261,0.141986221,0.035954483
LMAN1,LMAN1,LMAN1,LMAN1,LMAN1,,0.024268641,-0.177755631,0.099578935,-0.387171221,-0.214251924
LMAN2,LMAN2,LMAN2,LMAN2,LMAN2,,-0.304737635,-0.047654386,-0.131640635,-0.081045858,-0.080830594
LMAN2L,LMAN2L,LMAN2L,LMAN2L,LMAN2L,,-0.23149939,-0.119774112,0.171759845,-0.421682446,-0.343374553
LMBR1,LMBR1,LMBR1,LMBR1,LMBR1,,0.138855159,-0.076401266,0.184146275,-0.048260207,0.073496115
LMBR1L,LMBR1L,LMBR1L,LMBR1L,LMBR1L,,0.332220103,0.116809046,0.04183659,0.529514391,0.271630123
LMBRD1,LMBRD1,LMBRD1,LMBRD1,LMBRD1,,0.46303612,-0.035919061,-0.045312868,0.89124469,0.563942745
LMBRD2,LMBRD2,LMBRD2,LMBRD2,LMBRD2,,0.722991507,0.362713696,0.49356714,0.287453609,0.255695378
LMF1,LMF1,LMF1,LMF1,LMF1,,-0.066116752,-0.299485314,-0.073696399,0.245132764,0.0225961
LMF1-AS1,LMF1-AS1,LMF1-AS1,LMF1-AS1,LMF1-AS1,,1.147952406,0.742508774,0.510527205,-0.297096752,-0.504613899
LMF2,LMF2,LMF2,LMF2,LMF2,,-0.127430048,0.206877638,0.012931297,-0.030977566,-0.066497474
LMLN,LMLN,LMLN,LMLN,LMLN,,-0.08332328,-0.038235478,0.255997131,-0.483468107,-0.27812137
LMNA,LMNA,LMNA,LMNA,LMNA,,-0.763752989,0.247658693,-0.080966134,-0.187278105,-0.648322572
LMNB1,LMNB1,LMNB1,LMNB1,LMNB1,,-0.062676098,0.042024171,-0.055528733,-0.031530417,0.021217587
LMNB2,LMNB2,LMNB2,LMNB2,LMNB2,,-0.126145337,0.06636489,0.037719521,-0.342405358,-0.037729712
LMNTD2,LMNTD2,LMNTD2,LMNTD2,LMNTD2,,0.99908902,0.549863696,0.732919626,0.925295669,0.514001779
LMO2,LMO2,LMO2,LMO2,LMO2,,-0.133624002,0.159347275,0.136441601,-0.131094582,-0.150338303
LMO4,LMO4,LMO4,LMO4,LMO4,,-0.059890045,0.038136543,0.024386172,-0.067222749,-0.028928994
LMO7,LMO7,LMO7,LMO7,LMO7,,0.269207049,-0.208156365,-0.034378249,0.388710802,0.410881769
LMOD1,LMOD1,LMOD1,LMOD1,LMOD1,,0.119383254,-0.061094013,-0.052067483,-0.260570876,-2.664485236
LMTK2,LMTK2,LMTK2,LMTK2,LMTK2,,0.271657091,0.041407846,0.169701811,-0.051733111,0.16159699
LMTK3,LMTK3,LMTK3,LMTK3,LMTK3,,1.580583965,0.285564323,0.134778837,1.766097074,1.303766029
LNP1,LNP1,LNP1,LNP1,LNP1,,-0.018873833,0.041657,0.077803205,-0.391195126,-0.02240968
LNPEP,LNPEP,LNPEP,LNPEP,LNPEP,,0.400622255,0.118375676,0.381870222,0.313711926,0.387003887
LNX1,LNX1,LNX1,LNX1,LNX1,,0.37438034,0.023794885,0.13501807,-0.400350714,-0.166004346
LNX2,LNX2,LNX2,LNX2,LNX2,,0.32048991,0.173371241,0.358299585,0.025205534,-0.071824611
LOC100049716,LOC100049716,LOC100049716,LOC100049716,LOC100049716,,0.469880501,-0.028672535,-0.10145551,1.364734512,0.493427248
LOC100128361,LOC100128361,LOC100128361,LOC100128361,LOC100128361,,-0.048511213,-0.012061268,0.028483017,-0.031436877,0.133123142
LOC100128494,LOC100128494,LOC100128494,LOC100128494,LOC100128494,,-0.318022059,1.064436869,0.716978083,0.233417965,-0.301080505
LOC100128568,LOC100128568,LOC100128568,LOC100128568,LOC100128568,,0.197993088,0.37477699,-0.287838934,0.179341292,0.370373522
LOC100129034,LOC100129034,LOC100129034,LOC100129034,LOC100129034,,0.979680148,0.272335253,0.461463373,0.696831058,0.625317124
LOC100129203,LOC100129203,LOC100129203,LOC100129203,LOC100129203,,-0.03261984,1.064436869,0.247492799,-0.560131158,-0.794120516
LOC100129216,LOC100129216,LOC100129216,LOC100129216,LOC100129216,,-0.89769026,0.146899029,-0.554567823,0.50496387,-0.205053617
LOC100129461,LOC100129461,LOC100129461,LOC100129461,LOC100129461,,-0.381142145,-0.059298499,0.300842224,-0.955308235,-0.282406997
LOC100129518,LOC100129518,LOC100129518,LOC100129518,LOC100129518,,0.424237835,0.591683872,0.236845555,0.240797495,-0.368435772
LOC100129534,LOC100129534,LOC100129534,LOC100129534,LOC100129534,,-0.717118014,0.442948492,0.8324553,-1.034062346,-0.585533894
LOC100129550,LOC100129550,LOC100129550,LOC100129550,LOC100129550,,2.382417659,1.433670679,2.130135849,-0.21011345,-0.292099715
LOC100129697,LOC100129697,LOC100129697,LOC100129697,LOC100129697,,-0.524472936,-0.520525632,-0.1675447,-0.203987348,0.883951389
LOC100129917,LOC100129917,LOC100129917,LOC100129917,LOC100129917,,-0.148097057,0.036422493,-0.060629496,-0.158032714,-0.084899912
LOC100129924,LOC100129924,LOC100129924,LOC100129924,LOC100129924,,-0.234253701,0.628337754,-0.1675447,0.238234981,0.035954483
LOC100130093,LOC100130093,LOC100130093,LOC100130093,LOC100130093,,-0.778047013,-2.598528144,-0.286189197,0.236585244,-0.338441032
LOC100130357,LOC100130357,LOC100130357,LOC100130357,LOC100130357,,0.01318385,0.838161013,0.736239985,0.507887266,-0.298464556
LOC100130417,LOC100130417,LOC100130417,LOC100130417,LOC100130417,,0.060489564,-0.383022108,-0.1675447,0.018405074,-1.870936113
LOC100130476,LOC100130476,LOC100130476,LOC100130476,LOC100130476,,-1.383117087,-0.853100971,-0.08508254,0.195943259,0.566469199
LOC100130691,LOC100130691,LOC100130691,LOC100130691,LOC100130691,,0.382417659,0.890407469,0.765341104,0.398048666,0.424996773
LOC100130705,LOC100130705,LOC100130705,LOC100130705,LOC100130705,,0.354672669,0.105078854,0.095489706,0.695249675,0.208421679
LOC100130744,LOC100130744,LOC100130744,LOC100130744,LOC100130744,,-0.012058517,0.057517455,0.031986764,-0.014162789,-0.198510771
LOC100130872,LOC100130872,LOC100130872,LOC100130872,LOC100130872,,-0.657328519,-0.220720348,-0.561823639,-0.653790265,-0.139132224
LOC100130987,LOC100130987,LOC100130987,LOC100130987,LOC100130987,,-1.447657339,-1.935563131,-0.997619699,0.269943841,1.035954483
LOC100131564,LOC100131564,LOC100131564,LOC100131564,LOC100131564,,0.478990919,0.270887747,0.06747533,1.055309759,0.492812158
LOC100131655,LOC100131655,LOC100131655,LOC100131655,LOC100131655,,0.446547997,-0.002677327,-0.1675447,1.337989228,0.814927603
LOC100132057,LOC100132057,LOC100132057,LOC100132057,LOC100132057,,-0.235711705,0.02004275,-0.124475978,0.554039862,0.340809064
LOC100132215,LOC100132215,LOC100132215,LOC100132215,LOC100132215,,-0.234253701,-0.371662246,-0.521181655,0.035478587,-0.133970519
LOC100132352,LOC100132352,LOC100132352,LOC100132352,LOC100132352,,-0.103714815,-0.011607322,0.23063973,-0.330491872,-0.279963765
LOC100132356,LOC100132356,LOC100132356,LOC100132356,LOC100132356,,0.088686456,0.28682929,0.108089743,0.525116129,0.48967245
LOC100133091,LOC100133091,LOC100133091,LOC100133091,LOC100133091,,-0.124042868,0.340071312,0.07236782,-0.451036049,-0.05528077
LOC100133315,LOC100133315,LOC100133315,LOC100133315,LOC100133315,,0.23802775,0.257081947,-0.214087286,0.40637193,0.38134155
LOC100133331,LOC100133331,LOC100133331,LOC100133331,LOC100133331,,0.03267162,0.163638547,0.107545144,0.065243324,-0.098447582
LOC100134368,LOC100134368,LOC100134368,LOC100134368,LOC100134368,,-0.576940356,-0.742918053,-0.837396098,-0.17156587,0.10008482
LOC100147773,LOC100147773,LOC100147773,LOC100147773,LOC100147773,,0.681977941,1.221978146,0.038906177,-0.203987348,0.588495506
LOC100190986,LOC100190986,LOC100190986,LOC100190986,LOC100190986,,0.098802376,0.233907693,0.399598063,-0.283369769,-0.287353522
LOC100270804,LOC100270804,LOC100270804,LOC100270804,LOC100270804,,-0.657110705,-0.752699074,0.049266689,0.151107611,0.224399572
LOC100272216,LOC100272216,LOC100272216,LOC100272216,LOC100272216,,0.175966782,0.549863696,0.626004423,0.117940747,-0.416557722
LOC100272217,LOC100272217,LOC100272217,LOC100272217,LOC100272217,,0.481953333,0.780643903,0.417417801,-0.274376676,-0.268900099
LOC100287015,LOC100287015,LOC100287015,LOC100287015,LOC100287015,,-0.161588167,0.071970542,-0.432090573,0.526156981,0.444170716
LOC100287042,LOC100287042,LOC100287042,LOC100287042,LOC100287042,,0.353271314,0.253470694,0.046580105,0.545361971,-0.178170323
LOC100288069,LOC100288069,LOC100288069,LOC100288069,LOC100288069,,0.465558895,0.279825903,0.650251969,0.075712512,-0.072028198
LOC100288123,LOC100288123,LOC100288123,LOC100288123,LOC100288123,,-0.054222094,0.036602661,0.076993362,-0.344402467,-0.027470898
LOC100288152,LOC100288152,LOC100288152,LOC100288152,LOC100288152,,2.057376953,0.368343556,0.018868424,2.74597197,2.081143256
LOC100288162,LOC100288162,LOC100288162,LOC100288162,LOC100288162,,-0.410221532,-0.07397716,0.218474157,-0.997101202,-0.683988815
LOC100288637,LOC100288637,LOC100288637,LOC100288637,LOC100288637,,0.044924261,0.044953858,0.083994067,-0.079472806,-0.008617445
LOC100288778,LOC100288778,LOC100288778,LOC100288778,LOC100288778,,0.158685813,0.333350018,0.069007577,0.16753199,-0.008354414
LOC100288798,LOC100288798,LOC100288798,LOC100288798,LOC100288798,,0.168292854,-0.793544126,0.40073906,0.574319042,0.133251684
LOC100288842,LOC100288842,LOC100288842,LOC100288842,LOC100288842,,0.040025462,-0.252420236,0.32656437,-0.882059253,-0.100107067
LOC100288846,LOC100288846,LOC100288846,LOC100288846,LOC100288846,,0.575062737,-0.742918053,0.347028473,-0.203987348,-0.116048611
LOC100289230,LOC100289230,LOC100289230,LOC100289230,LOC100289230,,-0.939510436,0.064436869,-0.241545281,0.329444852,0.247458588
LOC100289495,LOC100289495,LOC100289495,LOC100289495,LOC100289495,,0.888308589,0.201940393,-0.083480435,0.618838983,0.892996529
LOC100289511,LOC100289511,LOC100289511,LOC100289511,LOC100289511,,1.497894877,2.064436869,1.334955641,0.837832828,0.533454142
LOC100289561,LOC100289561,LOC100289561,LOC100289561,LOC100289561,,0.329950239,-0.219356097,0.112563219,-0.445960138,-1.144617763
LOC100294145,LOC100294145,LOC100294145,LOC100294145,LOC100294145,,0.182648147,0.037536866,0.221045264,0.006529371,-0.01234685
LOC100294362,LOC100294362,LOC100294362,LOC100294362,LOC100294362,,1.497894877,0.64939937,0.417417801,0.532978246,-0.326615597
LOC100335030,LOC100335030,LOC100335030,LOC100335030,LOC100335030,,-0.989551118,-0.488104154,-1.234658896,0.117940747,0.398524562
LOC100419583,LOC100419583,LOC100419583,LOC100419583,LOC100419583,,0.252884847,0.080334496,-0.019543537,0.59302563,0.316910796
LOC100422556,LOC100422556,LOC100422556,LOC100422556,LOC100422556,,-0.065041318,0.549863696,0.095489706,-0.051984254,-0.227079923
LOC100499484,LOC100499484,LOC100499484,LOC100499484,LOC100499484,,-0.414048947,-0.33610106,0.247492799,-0.132037506,-0.668589634
LOC100499489,LOC100499489,LOC100499489,LOC100499489,LOC100499489,,0.230414566,-0.935563131,0.902844628,-0.467021754,-0.35636294
LOC100505549,LOC100505549,LOC100505549,LOC100505549,LOC100505549,,-0.342722499,-0.253045321,-0.317570144,-0.117687501,-0.271227027
LOC100505666,LOC100505666,LOC100505666,LOC100505666,LOC100505666,,0.507948541,0.341970845,0.109989276,-0.249791037,0.205879484
LOC100505715,LOC100505715,LOC100505715,LOC100505715,LOC100505715,,-0.103009168,1.163972543,0.931990974,-0.467021754,0.035954483
LOC100506022,LOC100506022,LOC100506022,LOC100506022,LOC100506022,,0.884918,-0.520525632,0.054847721,0.117940747,-0.186437939
LOC100506023,LOC100506023,LOC100506023,LOC100506023,LOC100506023,,0.212492658,0.538368057,0.706924418,0.395474723,-0.307999919
LOC100506076,LOC100506076,LOC100506076,LOC100506076,LOC100506076,,-0.85859044,-0.828647927,-0.131018824,-0.116524506,-0.61354827
LOC100506083,LOC100506083,LOC100506083,LOC100506083,LOC100506083,,-0.087067624,0.459296486,0.008305135,-0.320943494,-0.222357513
LOC100506100,LOC100506100,LOC100506100,LOC100506100,LOC100506100,,0.072077539,0.1977034,0.068083548,0.354380943,0.094057437
LOC100506124,LOC100506124,LOC100506124,LOC100506124,LOC100506124,,-0.465579247,-0.35060063,0.21711915,-0.307365088,-0.05920275
LOC100506127,LOC100506127,LOC100506127,LOC100506127,LOC100506127,,-0.572494451,0.081510383,0.049932231,-0.745899229,-0.855021624
LOC100506136,LOC100506136,LOC100506136,LOC100506136,LOC100506136,,0.060489564,-0.520525632,0.247492799,-0.203987348,-0.964045517
LOC100506142,LOC100506142,LOC100506142,LOC100506142,LOC100506142,,1.575062737,0.257081947,-0.559862123,2.184029938,1.736394201
LOC100506302,LOC100506302,LOC100506302,LOC100506302,LOC100506302,,0.031759388,0.24387209,0.064019367,0.1197681,-0.212887576
LOC100506314,LOC100506314,LOC100506314,LOC100506314,LOC100506314,,0.382417659,-0.257491226,0.8324553,-1.203987348,-0.701011112
LOC100506472,LOC100506472,LOC100506472,LOC100506472,LOC100506472,,0.008022145,-0.064846148,-0.366090379,0.579520832,0.46276915
LOC100506548,LOC100506548,LOC100506548,LOC100506548,LOC100506548,,-0.31046813,-0.206808686,0.107899867,-0.685473459,-0.452632685
LOC100506551,LOC100506551,LOC100506551,LOC100506551,LOC100506551,,0.671924277,-0.105488132,1.469885221,-1.689414175,-0.683937598
LOC100506585,LOC100506585,LOC100506585,LOC100506585,LOC100506585,,8.11712728,-0.420989958,0.112563219,8.609793844,8.2269411
LOC100506603,LOC100506603,LOC100506603,LOC100506603,LOC100506603,,-0.584415477,0.013211546,-0.423884453,-0.497395403,-0.067881328
LOC100506606,LOC100506606,LOC100506606,LOC100506606,LOC100506606,,-0.369654827,-0.235123413,0.154383395,0.49645237,-0.585533894
LOC100506639,LOC100506639,LOC100506639,LOC100506639,LOC100506639,,0.236812337,0.121020398,0.046580105,0.166850348,-0.143954607
LOC100506688,LOC100506688,LOC100506688,LOC100506688,LOC100506688,,0.428221349,-0.118930395,-0.1675447,0.41924517,0.211041189
LOC100506730,LOC100506730,LOC100506730,LOC100506730,LOC100506730,,0.045382672,0.157546274,0.256481582,-0.294112894,-0.08550903
LOC100506746,LOC100506746,LOC100506746,LOC100506746,LOC100506746,,-0.247825721,-0.03625713,0.124906194,-0.05778654,0.009237144
LOC100506747,LOC100506747,LOC100506747,LOC100506747,LOC100506747,,-0.103009168,-0.005952459,0.140577595,-0.260570876,-0.342557141
LOC100506804,LOC100506804,LOC100506804,LOC100506804,LOC100506804,,-0.077013959,0.064436869,-0.0621917,-0.250446659,0.171609582
LOC100506844,LOC100506844,LOC100506844,LOC100506844,LOC100506844,,0.11350451,0.247046931,0.060550832,0.21195108,0.016086546
LOC100506985,LOC100506985,LOC100506985,LOC100506985,LOC100506985,,-0.755085864,0.852932764,0.327219992,-0.312693607,-0.333279327
LOC100506990,LOC100506990,LOC100506990,LOC100506990,LOC100506990,,-0.694397938,0.042903708,-0.044687952,-1.353811143,-0.720774366
LOC100507250,LOC100507250,LOC100507250,LOC100507250,LOC100507250,,-0.712739574,-0.242224469,-0.078277362,-1.825475724,-1.437976706
LOC100507291,LOC100507291,LOC100507291,LOC100507291,LOC100507291,,0.838097143,0.579010042,0.484531997,-0.237154212,-0.285973612
LOC100507373,LOC100507373,LOC100507373,LOC100507373,LOC100507373,,0.401033338,-0.202349672,0.223880242,0.173974782,0.411166001
LOC100507424,LOC100507424,LOC100507424,LOC100507424,LOC100507424,,0.034494356,0.474312663,0.112563219,0.528728773,0.102296977
LOC100507437,LOC100507437,LOC100507437,LOC100507437,LOC100507437,,-0.85859044,-0.021293005,0.219478423,-0.969522094,-1.051508359
LOC100507462,LOC100507462,LOC100507462,LOC100507462,LOC100507462,,-0.761173194,0.033740072,-0.050899781,-0.339741089,-0.241155108
LOC100507472,LOC100507472,LOC100507472,LOC100507472,LOC100507472,,0.446547997,-0.307531908,0.231004676,0.259959752,0.499901582
LOC100507487,LOC100507487,LOC100507487,LOC100507487,LOC100507487,,-0.202544841,-0.035098804,0.247492799,-0.811669925,-0.47861869
LOC100507557,LOC100507557,LOC100507557,LOC100507557,LOC100507557,,-1.202544841,-2.257491226,-0.904510294,0.755370668,0.953492322
LOC100507577,LOC100507577,LOC100507577,LOC100507577,LOC100507577,,0.01984758,0.05294123,0.203903531,0.427424076,-0.163026552
LOC100507634,LOC100507634,LOC100507634,LOC100507634,LOC100507634,,0.189772581,-0.613635036,0.47631149,0.117940747,-0.285973612
LOC100507642,LOC100507642,LOC100507642,LOC100507642,LOC100507642,,0.886205024,0.186481174,0.157166602,1.171741068,0.8985304
LOC100652758,LOC100652758,LOC100652758,LOC100652758,LOC100652758,,0.534420753,0.142439381,0.121961917,0.377327376,0.10008482
LOC100652768,LOC100652768,LOC100652768,LOC100652768,LOC100652768,,1.469880501,0.386364964,1.080382813,0.651372947,-0.042048029
LOC100996251,LOC100996251,LOC100996251,LOC100996251,LOC100996251,,-0.939510436,0.064436869,-0.752507201,0.603367574,0.414466106
LOC100996255,LOC100996255,LOC100996255,LOC100996255,LOC100996255,,0.815377067,0.871791791,0.034089161,1.117940747,0.904709949
LOC100996351,LOC100996351,LOC100996351,LOC100996351,LOC100996351,,-0.388100495,0.160652184,0.222401818,-0.042523925,-0.457085529
LOC100996437,LOC100996437,LOC100996437,LOC100996437,LOC100996437,,-0.465579247,0.839370314,0.121961917,0.091468536,0.298988888
LOC100996447,LOC100996447,LOC100996447,LOC100996447,LOC100996447,,-0.116388198,0.045821191,0.009759832,-0.059363785,-0.36497607
LOC100996455,LOC100996455,LOC100996455,LOC100996455,LOC100996455,,0.160025238,-0.420989958,-1.389937121,1.620441088,2.035954483
LOC101059948,LOC101059948,LOC101059948,LOC101059948,LOC101059948,,-0.103009168,1.842044448,0.931990974,-0.981594926,-0.170496395
LOC101060091,LOC101060091,LOC101060091,LOC101060091,LOC101060091,,0.460420171,-0.29813321,0.616726609,0.208138556,-0.21780211
LOC101243545,LOC101243545,LOC101243545,LOC101243545,LOC101243545,,-0.014573384,0.198267074,0.058015,-0.383625135,-0.234693107
LOC101926911,LOC101926911,LOC101926911,LOC101926911,LOC101926911,,0.730340963,0.692468092,0.8324553,-0.341490871,-0.616122214
LOC101926933,LOC101926933,LOC101926933,LOC101926933,LOC101926933,,0.96738016,0.479474368,1.569420894,-0.882059253,-1.47861869
LOC101926943,LOC101926943,LOC101926943,LOC101926943,LOC101926943,,1.119383254,-0.198597537,-0.430579106,1.380975153,0.52138131
LOC101926963,LOC101926963,LOC101926963,LOC101926963,LOC101926963,,0.658831095,0.433959709,-0.185578623,1.488052376,1.222917414
LOC101927018,LOC101927018,LOC101927018,LOC101927018,LOC101927018,,1.519921183,1.134826197,0.680452207,1.117940747,0.509885671
LOC101927021,LOC101927021,LOC101927021,LOC101927021,LOC101927021,,-0.01812027,0.08613194,0.123451535,0.221342245,0.075603559
LOC101927027,LOC101927027,LOC101927027,LOC101927027,LOC101927027,,-0.059504652,0.124202014,0.240940047,-0.189556193,-0.127281567
LOC101927045,LOC101927045,LOC101927045,LOC101927045,LOC101927045,,0.049076599,0.030981572,-0.060039075,0.235777238,0.136001659
LOC101927124,LOC101927124,LOC101927124,LOC101927124,LOC101927124,,-0.354547935,-0.087566224,0.680452207,-1.051984254,-1.549008018
LOC101927151,LOC101927151,LOC101927151,LOC101927151,LOC101927151,,-0.428791647,-0.079547914,-0.152229322,-0.273424841,-0.037484942
LOC101927178,LOC101927178,LOC101927178,LOC101927178,LOC101927178,,0.119383254,-0.71317071,-0.582582199,0.407447364,0.035954483
LOC101927181,LOC101927181,LOC101927181,LOC101927181,LOC101927181,,-1.736523413,0.230898015,0.23315048,-1.08881255,-1.428399335
LOC101927204,LOC101927204,LOC101927204,LOC101927204,LOC101927204,,0.75546107,0.242223988,-0.064859036,0.805616934,0.667867398
LOC101927211,LOC101927211,LOC101927211,LOC101927211,LOC101927211,,-0.724497545,-0.494990539,-2.389937121,1.620441088,1.974553938
LOC101927365,LOC101927365,LOC101927365,LOC101927365,LOC101927365,,-0.338866313,0.156067345,-0.343394535,-0.210682,0.314489982
LOC101927391,LOC101927391,LOC101927391,LOC101927391,LOC101927391,,-0.755085864,-1.394994749,-0.457051317,0.340333169,0.113956995
LOC101927415,LOC101927415,LOC101927415,LOC101927415,LOC101927415,,0.559295421,-0.459125087,-0.298789233,0.725623324,1.228599561
LOC101927472,LOC101927472,LOC101927472,LOC101927472,LOC101927472,,0.382417659,1.579010042,-0.1675447,0.117940747,0.228599561
LOC101927543,LOC101927543,LOC101927543,LOC101927543,LOC101927543,,0.160025238,0.716513566,-0.389937121,1.532978246,0.620916983
LOC101927550,LOC101927550,LOC101927550,LOC101927550,LOC101927550,,0.432170695,0.391418192,-0.232250389,0.292270928,0.933106075
LOC101927572,LOC101927572,LOC101927572,LOC101927572,LOC101927572,,-0.160724666,0.521294544,-0.08508254,0.006909435,0.088421902
LOC101927755,LOC101927755,LOC101927755,LOC101927755,LOC101927755,,0.221952987,0.101911575,0.169490287,0.340333169,0.308972977
LOC101927765,LOC101927765,LOC101927765,LOC101927765,LOC101927765,,-0.053681455,0.125837414,0.396356185,0.030477906,-0.59207674
LOC101927768,LOC101927768,LOC101927768,LOC101927768,LOC101927768,,0.003906036,0.064436869,-0.698059417,1.30556775,0.953492322
LOC101927770,LOC101927770,LOC101927770,LOC101927770,LOC101927770,,-0.251454442,-0.383022108,-0.015541607,-0.240513224,-1.148470089
LOC101927815,LOC101927815,LOC101927815,LOC101927815,LOC101927815,,-0.262487382,0.16173407,0.092691072,-0.50247059,-0.095957193
LOC101927851,LOC101927851,LOC101927851,LOC101927851,LOC101927851,,0.676148862,-0.366197485,-1.799812916,2.702903248,2.843309405
LOC101927905,LOC101927905,LOC101927905,LOC101927905,LOC101927905,,-0.25342601,0.134145841,0.412648557,-1.596902036,-1.0939258
LOC101927919,LOC101927919,LOC101927919,LOC101927919,LOC101927919,,-1.337474421,-0.042478335,-0.142009608,-0.960061765,-0.273373576
LOC101927932,LOC101927932,LOC101927932,LOC101927932,LOC101927932,,-0.880616746,-0.198597537,-0.430579106,0.380975153,0.173458006
LOC101928020,LOC101928020,LOC101928020,LOC101928020,LOC101928020,,0.579863724,0.102404719,-0.092582642,0.368748851,0.224026831
LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,,-0.395189919,-0.71317071,-1.430579106,1.603367574,0.52138131
LOC101928043,LOC101928043,LOC101928043,LOC101928043,LOC101928043,,0.060489564,0.064436869,-1.1675447,1.49645237,0.883951389
LOC101928063,LOC101928063,LOC101928063,LOC101928063,LOC101928063,,-0.717118014,-0.672528725,-0.615003677,0.658509129,1.10008482
LOC101928068,LOC101928068,LOC101928068,LOC101928068,LOC101928068,,0.716836698,0.398855908,0.438176361,0.03305185,-0.508366034
LOC101928069,LOC101928069,LOC101928069,LOC101928069,LOC101928069,,0.266940442,0.270887747,0.524333005,0.369479514,0.891564573
LOC101928100,LOC101928100,LOC101928100,LOC101928100,LOC101928100,,0.934958682,1.549863696,1.13501807,-0.184622023,-0.714067264
LOC101928103,LOC101928103,LOC101928103,LOC101928103,LOC101928103,,-0.424937263,0.881572812,0.866402632,-0.916006585,-0.930878653
