Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,4/22/2016,,,,,,,,,,,
Time:,11:15:22 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Greiner 96 Flat Bottom Transparent Polystyrol  [GRE96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,4/22/2016 11:15:42 AM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 23.9 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.352699995,0.350699991,0.344999999,0.348500013,0.344300002,0.341300011,0.348500013,0.343800008,0.353399992,0.348800004,0.337099999,0.373600006
B,0.528599977,0.535399973,0.548600018,0.602699995,0.758700013,1.806800008,2.680700064,2.778199911,2.606699944,2.364900112,2.644099951,0.544799984
C,0.543900013,0.551500022,0.534699976,0.585600019,0.693000019,1.850299954,2.288599968,2.525300026,2.648900032,2.260999918,2.55250001,0.552399993
D,0.547500014,0.547299981,0.542599976,0.675199986,0.849799991,1.778800011,2.415400028,2.341599941,1.979599953,2.656599998,2.031699896,0.539600015
E,0.559499979,0.626999974,0.620299995,0.717899978,0.754899979,1.765100002,2.238100052,2.424400091,2.388700008,2.42840004,2.371500015,0.565400004
F,0.594500005,0.545300007,0.532400012,0.687699974,0.731899977,1.819000006,2.139699936,2.1171,2.572099924,2.438800097,2.060400009,0.550199986
G,0.586600006,0.535099983,0.529200017,0.724600017,0.737999976,1.895099998,2.357500076,2.632999897,2.586400032,2.427000046,2.316999912,0.596899986
H,0.352200001,0.343400002,0.350499988,0.448000014,0.356099993,0.382499993,0.406500012,0.371800005,0.357899994,0.345999986,0.330199987,0.340000004
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,4/22/2016 11:16:59 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
