Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,4/20/2016,,,,,,,,,,,
Time:,2:22:34 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,4/20/2016 2:22:54 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 20.6 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.268099993,0.515699983,0.506299973,0.868499994,0.454600006,0.938600004,0.847000003,1.010699987,1.077100039,0.205300003,0.435000002,0.160899997
B,0.492599994,0.639500022,0.667599976,0.65079999,1.004400015,1.216799974,1.302000046,1.506999969,1.467700005,1.511999965,1.38499999,0.449900001
C,0.475699991,0.567700028,0.573300004,0.847100019,0.965300024,1.247699976,1.530799985,1.59679997,1.527899981,1.478199959,1.561499953,0.426999986
D,0.48969999,0.642700016,0.58069998,0.643100023,0.968500018,1.340800047,1.261999965,1.472499967,1.50059998,1.511399984,1.361500025,0.426699996
E,0.496199995,0.600700021,0.567700028,0.647700012,0.968800008,1.430600047,1.403399944,1.524500012,1.563799977,1.496999979,1.468000054,0.448300004
F,0.502099991,0.547299981,0.63349998,0.641600013,0.998700023,1.386899948,1.449100018,1.680400014,1.429700017,1.335399985,1.355900049,0.389600009
G,0.5,0.613300025,0.698800027,0.593699992,0.975700021,1.32159996,1.532600045,1.573199987,1.555600047,1.452100039,1.361299992,0.420399994
H,0.231600001,0.503499985,0.529200017,0.507600009,0.497399986,0.494500011,0.523400009,0.518899977,0.516600013,0.230800003,0.263799995,0.185900003
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,4/20/2016 2:24:11 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
