Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,6/9/2016,,,,,,,,,,,
Time:,12:19:17 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,6/9/2016 12:19:37 AM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 19.4 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.346599996,0.344799995,0.349599987,0.341800004,0.3398,0.339399993,0.341300011,0.334500015,0.332800001,0.330300003,0.329699993,0.327800006
B,0.347900003,1.395599961,1.635599971,1.843600035,2.00970006,2.1243999,2.062299967,2.018300056,2.07249999,2.110500097,2.14560008,0.331999987
C,0.596499979,1.100200057,1.246899962,1.51849997,1.945799947,2.014100075,2.010999918,2.09190011,2.034600019,2.090199947,2.078799963,0.335099995
D,0.343699992,1.534399986,1.261899948,1.623399973,1.941799998,1.302700043,1.970600009,2.030699968,2.000200033,2.027899981,2.069000006,0.33039999
E,0.736800015,0.895099998,1.088700056,1.425099969,1.516499996,2.078500032,1.983800054,2.001600027,2.000099897,2.055900097,2.032399893,0.336499989
F,0.358399987,1.370900035,1.264000058,1.278699994,1.995499969,2.018199921,2.099499941,2.069400072,2.036900043,2.09559989,2.091099977,0.335500002
G,0.344000012,0.977199972,1.074499965,1.147500038,1.82130003,2.051399946,1.976300001,2.014100075,2.023699999,2.021800041,2.062599897,0.341899991
H,0.375400007,0.353599995,0.354999989,0.352100015,0.352499992,0.346899986,0.346100003,0.341800004,0.340200007,0.344000012,0.343100011,0.340999991
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,6/9/2016 12:20:54 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
