Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,8/3/2016,,,,,,,,,,,
Time:,10:47:20 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Greiner 96 Flat Bottom Transparent Polystyrol  [GRE96ft_half area.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,8/3/2016 10:47:40 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 22.2 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.4005,0.389299989,0.387199998,0.379599988,0.380199999,0.377000004,0.379500002,0.379599988,0.376399994,0.375999987,0.3759,0.380100012
B,0.395300001,0.588500023,0.765200019,1.437299967,1.832499981,1.956099987,2.000799894,1.908699989,1.934700012,1.961400032,1.856999993,0.385500014
C,0.393700004,0.476000011,0.456,0.469700009,0.669799984,1.811400056,2.003599882,1.961400032,2.009399891,1.956799984,1.902999997,0.385500014
D,0.403600007,0.591300011,0.790600002,1.521100044,1.863800049,2.021699905,1.989300013,1.951200008,1.992799997,1.953999996,1.892400026,0.388000011
E,0.402200013,0.479999989,0.469999999,0.4639,0.639400005,1.835299969,2.013700008,1.978500009,1.91989994,2.001100063,1.801399946,0.3935
F,0.40259999,0.583100021,0.79519999,1.634899974,1.894899964,2.013400078,1.929299951,1.899399996,1.945899963,1.956699967,1.771399975,0.39289999
G,0.408600003,0.467599988,0.484299988,0.488200009,0.732800007,1.811200023,2.011199951,1.899500012,1.914100051,1.889700055,1.867300034,0.390100002
H,0.419200003,0.411799997,0.411900014,0.405200005,0.405099988,0.4014,0.398799986,0.399699986,0.39410001,0.395099998,0.393299997,0.399300009
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,8/3/2016 10:48:57 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
