Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,8/2/2016,,,,,,,,,,,
Time:,12:26:15 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,8/2/2016 12:26:35 AM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 22.8 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.344000012,0.339300007,0.34009999,0.331900001,0.332100004,0.332300007,0.332300007,0.332100004,0.330000013,0.336100012,0.338200003,0.333400011
B,0.339700013,0.915899992,1.040500045,1.015200019,1.047700047,1.027400017,1.047899961,1.021000028,1.051800013,0.989400029,1.060400009,0.336600006
C,0.346599996,0.449699998,0.559300005,0.596899986,0.816799998,0.903199971,0.955900013,1.041399956,1.016100049,1.02489996,1.118700027,0.338699996
D,0.358999997,0.916499972,1.034100056,1.047500014,1.095800042,1.02820003,0.991999984,1.005399942,0.995400012,1.051200032,1.070799947,0.337700009
E,0.353500009,0.460799992,0.56370002,0.568000019,0.854700029,0.924499989,0.981299996,1.015900016,1.008200049,0.984799981,1.083299994,0.341300011
F,0.352999985,0.927100003,0.985300004,1.105499983,1.028599977,1.05490005,1.027799964,1.004999995,1.020799994,1.059800029,1.031499982,0.341699988
G,0.35710001,0.483200014,0.591300011,0.60589999,0.841400027,0.950200021,0.940100014,0.992399991,0.971599996,1.021299958,1.049499989,0.3398
H,0.361000001,0.354099989,0.351700008,0.350600004,0.353199989,0.34920001,0.355500013,0.342000008,0.342200011,0.342200011,0.339700013,0.342599988
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,8/2/2016 12:27:52 AM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
