Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,7/16/2016,,,,,,,,,,,
Time:,3:54:13 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,greiner bio-one 96 Flat Bottom Transparent Polystyrol  [MAG_GRE96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,7/16/2016 3:54:33 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 22.6 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.474799991,0.461699992,0.459899992,0.458600014,0.449600011,0.453900009,0.453200012,0.452600002,0.450700015,0.449000001,0.448300004,0.451900005
B,0.470299989,1.141700029,3.027899981,3.102400064,3.208199978,2.889400005,2.742000103,3.085900068,2.844599962,2.767299891,2.783799887,0.451499999
C,0.471899986,0.534600019,0.521799982,0.674000025,2.880100012,2.619999886,2.828900099,2.511499882,2.6401999,3.078700066,2.827800035,0.455300003
D,0.473500013,1.077700019,2.976399899,2.913199902,3.065000057,2.662699938,2.579200029,2.603100061,2.943599939,3.140300035,2.785399914,0.456699997
E,0.47209999,0.542299986,0.53640002,0.672500014,2.957400084,2.822900057,2.684400082,2.719399929,2.92840004,2.783799887,2.908600092,0.45539999
F,0.47209999,1.09679997,2.909100056,3.075999975,2.755399942,2.865099907,2.953399897,2.887000084,2.835299969,2.783600092,2.802700043,0.456900001
G,0.475499988,0.542699993,0.534600019,1.195700049,2.958800077,2.813699961,2.850399971,2.827800035,2.679800034,2.875,2.765599966,0.457899988
H,0.480599999,0.479799986,0.474799991,0.474299997,0.469900012,0.465700001,0.461600006,0.457700014,0.456999987,0.451599985,0.440600008,0.460500002
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,7/16/2016 3:55:50 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
