Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,5/1/2016,,,,,,,,,,,
Time:,9:51:25 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,5/1/2016 9:51:45 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 20.6 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.289299995,0.263399988,0.279500008,0.274300009,0.274599999,0.278600007,0.272000015,0.271200001,0.273799986,0.27579999,0.274399996,0.291399986
B,0.267199993,0.511500001,0.452199996,0.421099991,0.42930001,0.648100019,0.885399997,0.949800014,0.905799985,0.829200029,0.966099977,0.282000005
C,0.269600004,0.395099998,0.519699991,0.563300014,0.701499999,0.912899971,0.912,0.876299977,0.909600019,0.843999982,0.897700012,0.306300014
D,0.267800003,0.959200025,0.999100029,0.933700025,0.910600007,0.986999989,0.925199986,0.957899988,0.88349998,0.870899975,1.047399998,0.29460001
E,0.265700012,0.494399995,0.438499987,0.416000009,0.444099993,0.665799975,0.874199986,0.924199998,0.923200011,0.945800006,0.939700007,0.290899992
F,0.282900006,0.403499991,0.551199973,0.621900022,0.776199996,0.892700016,0.982500017,0.847100019,0.891300023,0.867600024,0.900600016,0.282599986
G,0.2676,0.981000006,1.018900037,0.926900029,0.954599977,0.969900012,0.910000026,0.980599999,0.944299996,0.972000003,0.875800014,0.291799992
H,0.273999989,0.267699987,0.260800004,0.25819999,0.2588,0.278699994,0.290300012,0.278699994,0.275700003,0.283800006,0.289299995,0.290100008
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,5/1/2016 9:53:02 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
