Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,5/1/2016,,,,,,,,,,,
Time:,9:53:49 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,5/1/2016 9:54:09 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 20.6 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.259000003,0.254200011,0.251300007,0.264999986,0.25850001,0.260199994,0.26030001,0.271600008,0.271499991,0.26879999,0.278299987,0.283800006
B,0.249699995,0.429500014,0.403499991,0.435000002,0.539799988,1.374500036,1.74059999,1.653800011,1.660300016,1.906100035,1.826400042,0.274599999
C,0.263200015,0.42019999,0.953400016,1.102699995,1.593400002,1.764600039,2.046000004,1.729900002,1.780900002,1.76970005,1.757699966,0.294999987
D,0.271699995,1.873000026,1.880499959,1.90079999,1.814900041,1.70599997,1.747699976,1.737200022,1.780200005,1.615399957,1.681900024,0.280800015
E,0.260100007,0.441799998,0.395900011,0.425399989,0.529699981,1.540099978,1.870399952,1.796599984,1.800899982,1.756800056,1.752400041,0.274699986
F,0.25940001,0.458700001,0.852100015,1.267799973,1.602900028,1.791100025,2.075500011,1.766199946,1.819700003,1.789299965,1.749899983,0.283699989
G,0.276899993,1.926300049,1.986099958,1.861500025,1.755699992,1.720000029,1.754600048,1.667299986,1.727499962,1.906100035,1.718199968,0.283600003
H,0.261000007,0.263399988,0.255600005,0.258599997,0.261999995,0.272500008,0.26820001,0.294099987,0.26730001,0.300599992,0.271600008,0.256199986
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,5/1/2016 9:55:26 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
