Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,4/30/2016,,,,,,,,,,,
Time:,9:03:11 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,4/30/2016 9:03:31 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 21.6 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.257099986,0.255600005,0.258300006,0.259799987,0.261400014,0.260800004,0.2597,0.265100002,0.249500006,0.260699987,0.252700001,0.265700012
B,0.25909999,0.477299988,0.453700006,0.480500013,0.875100017,1.184599996,1.369199991,1.394000053,1.308699965,1.427800059,1.423599958,0.266900003
C,0.263300002,0.562399983,1.076799989,1.14199996,1.440000057,1.480100036,1.370800018,1.449499965,1.410099983,1.336300015,1.425899982,0.261500001
D,0.254799992,1.688500047,1.453699946,1.521600008,1.308599949,1.471699953,1.526800036,1.371399999,1.462499976,1.409700036,1.397899985,0.266299993
E,0.28580001,0.515799999,0.492500007,0.512600005,0.867299974,1.10860002,1.366700053,1.36559999,1.299600005,1.336799979,1.226699948,0.263399988
F,0.264099985,0.593800008,1.091699958,1.212100029,1.644099951,1.544700027,1.316200018,1.48360002,1.444499969,1.339699984,1.26789999,0.265100002
G,0.265300006,1.52489996,1.365700006,1.397699952,1.335899949,1.4296,1.551900029,1.38380003,1.352399945,1.261199951,1.333199978,0.281399995
H,0.263500005,0.263799995,0.278800011,0.274500012,0.290499985,0.285299987,0.271299988,0.270399988,0.273000002,0.258399993,0.271699995,0.276300013
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,4/30/2016 9:04:48 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
