Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,5/1/2016,,,,,,,,,,,
Time:,9:48:53 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,5/1/2016 9:49:13 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 20.5 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.282700002,0.257400006,0.273200005,0.268299997,0.268400013,0.272199988,0.265899986,0.265300006,0.267699987,0.269800007,0.268299997,0.285100013
B,0.261400014,0.497700006,0.441399992,0.411900014,0.41839999,0.636300027,0.856700003,0.927699983,0.880699992,0.785600007,0.913999975,0.275700003
C,0.263700008,0.386299998,0.501999974,0.542900026,0.682200015,0.948599994,0.895600021,0.906799972,0.923300028,0.810899973,0.863300025,0.301200002
D,0.262199998,0.927299976,0.975099981,0.909500003,0.875199974,0.970300019,0.869599998,0.940199971,0.873099983,0.856000006,1.021000028,0.289000005
E,0.260100007,0.483200014,0.42930001,0.407400012,0.433999985,0.635999978,0.82099998,0.890100002,0.895200014,0.913800001,0.937399983,0.285299987
F,0.277200013,0.393599987,0.531499982,0.602400005,0.75059998,0.849699974,0.940599978,0.818799973,0.872900009,0.810199976,0.880999982,0.276899993
G,0.261700004,0.952799976,0.992600024,0.908599973,0.926500022,0.93720001,0.875800014,0.947700024,0.903699994,0.934400022,0.829200029,0.28580001
H,0.267800003,0.261900008,0.255499989,0.252700001,0.253699988,0.272700012,0.284200013,0.272700012,0.269199997,0.27759999,0.282999992,0.283899993
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,5/1/2016 9:50:30 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
