Application: Tecan i-control,,,,"Tecan i-control , 1.10.4.0",,,,,,,,
Device: infinite 200Pro,,,,Serial number: 1303007863,,,,Serial number of connected stacker:,,,,
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47),,,,"MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47)",,,,,,,,
,,,,,,,,,,,,
Date:,4/30/2016,,,,,,,,,,,
Time:,9:05:19 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
System,,,,SOP-0669,,,,,,,,
User,,,,SOP-0669\konglab,,,,,,,,
Plate,,,,Costar 96 Flat Bottom Transparent Polystyrol Catalog No.: 3361/3590/9018/3591/9017/3641/3628/3370/2507/2509/2503/9017/9018/3641/3598/3599/3585/3595/3300/3474 [COS96ft.pdfx],,,,,,,,
Plate-ID (Stacker),,,,,,,,,,,,
,,,,,,,,,,,,
Shaking (Orbital) Duration:,,,,20,s,,,,,,,
Shaking (Orbital) Amplitude:,,,,1,mm,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Label: MTS,,,,,,,,,,,,
Mode,,,,Absorbance,,,,,,,,
Wavelength,,,,490,nm,,,,,,,
Bandwidth,,,,9,nm,,,,,,,
Number of Flashes,,,,25,,,,,,,,
Settle Time,,,,0,ms,,,,,,,
Start Time:,4/30/2016 9:05:39 PM,,,,,,,,,,,
,,,,,,,,,,,,
,Temperature: 21.5 °C,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12
A,0.26030001,0.258899987,0.261599988,0.263399988,0.264899999,0.263900012,0.263200015,0.268599987,0.252799988,0.264099985,0.256000012,0.26879999
B,0.262199998,0.483599991,0.460099995,0.486400008,0.878300011,1.184000015,1.363999963,1.397500038,1.30340004,1.431100011,1.436800003,0.271400005
C,0.2667,0.568300009,1.082900047,1.146399975,1.444300056,1.480100036,1.37590003,1.452399969,1.455899954,1.338999987,1.430400014,0.266600013
D,0.257400006,1.687700033,1.451400042,1.521299958,1.309000015,1.477399945,1.538300037,1.369199991,1.483999968,1.394500017,1.389099956,0.269300014
E,0.267399997,0.522599995,0.506900012,0.517700016,0.874000013,1.247200012,1.366899967,1.373999953,1.310799956,1.319100022,1.224799991,0.26820001
F,0.266499996,0.598800004,1.095999956,1.214100003,1.679700017,1.551300049,1.323799968,1.471899986,1.442399979,1.352100015,1.249300003,0.26789999
G,0.2676,1.519799948,1.365399957,1.399099946,1.329699993,1.420699954,1.551599979,1.387099981,1.351300001,1.264299989,1.34010005,0.27790001
H,0.266000003,0.266299993,0.280699998,0.277200013,0.292800009,0.286300004,0.273900002,0.273099989,0.275599986,0.260699987,0.273799986,0.278800011
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
End Time:,4/30/2016 9:06:55 PM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Movement,,,,Move Plate Out,,,,,,,,
